tool,db_layout,workload,strategy,N_or_K,rep,prefetch_time_us,n_prefetch,n_syscalls
prefetch_layers,vacuum,ALL,layers_21,21,3,4.2,21,21
prefetch_layers,vacuum,ALL,layers_22,22,1,4.82,22,22
prefetch_layers,vacuum,ALL,layers_22,22,2,4.25,22,22
prefetch_layers,vacuum,ALL,layers_22,22,3,4.46,22,22
prefetch_layers,vacuum,ALL,layers_23,23,1,4.22,23,23
prefetch_layers,vacuum,ALL,layers_23,23,2,4.25,23,23
prefetch_layers,vacuum,ALL,layers_23,23,3,4.43,23,23
prefetch_layers,vacuum,ALL,layers_24,24,1,4.65,24,24
prefetch_layers,vacuum,ALL,layers_24,24,2,4.29,24,24
prefetch_layers,vacuum,ALL,layers_24,24,3,4.21,24,24
prefetch_layers,vacuum,ALL,layers_25,25,1,4.52,25,25
prefetch_layers,vacuum,ALL,layers_25,25,2,5.25,25,25
prefetch_layers,vacuum,ALL,layers_25,25,3,4.81,25,25
prefetch_layers,vacuum,ALL,layers_26,26,1,5.18,26,26
prefetch_layers,vacuum,ALL,layers_26,26,2,4.98,26,26
prefetch_layers,vacuum,ALL,layers_26,26,3,5.09,26,26
prefetch_layers,vacuum,ALL,layers_27,27,1,5.31,27,27
prefetch_layers,vacuum,ALL,layers_27,27,2,5.2,27,27
prefetch_layers,vacuum,ALL,layers_27,27,3,4.59,27,27
prefetch_layers,vacuum,ALL,layers_28,28,1,4.96,28,28
prefetch_layers,vacuum,ALL,layers_28,28,2,5.09,28,28
prefetch_layers,vacuum,ALL,layers_28,28,3,5.27,28,28
prefetch_layers,vacuum,ALL,layers_29,29,1,5.04,29,29
prefetch_layers,vacuum,ALL,layers_29,29,2,5.71,29,29
prefetch_layers,vacuum,ALL,layers_29,29,3,5.42,29,29
prefetch_layers,vacuum,ALL,layers_30,30,1,6.04,30,30
prefetch_layers,vacuum,ALL,layers_30,30,2,5.17,30,30
prefetch_layers,vacuum,ALL,layers_30,30,3,5.41,30,30
prefetch_layers,vacuum,ALL,layers_31,31,1,6.07,31,31
prefetch_layers,vacuum,ALL,layers_31,31,2,6.18,31,31
prefetch_layers,vacuum,ALL,layers_31,31,3,5.99,31,31
prefetch_layers,vacuum,ALL,layers_32,32,1,5.93,32,32
prefetch_layers,vacuum,ALL,layers_32,32,2,6.25,32,32
prefetch_layers,vacuum,ALL,layers_32,32,3,5.96,32,32
prefetch_layers,vacuum,ALL,layers_33,33,1,5.98,33,33
prefetch_layers,vacuum,ALL,layers_33,33,2,5.9,33,33
prefetch_layers,vacuum,ALL,layers_33,33,3,6.6,33,33
prefetch_layers,vacuum,ALL,layers_34,34,1,6.66,34,34
prefetch_layers,vacuum,ALL,layers_34,34,2,6.18,34,34
prefetch_layers,vacuum,ALL,layers_34,34,3,5.48,34,34
prefetch_layers,vacuum,ALL,layers_35,35,1,6.86,35,35
prefetch_layers,vacuum,ALL,layers_35,35,2,6.7,35,35
prefetch_layers,vacuum,ALL,layers_35,35,3,6.12,35,35
prefetch_layers,vacuum,ALL,layers_36,36,1,7.31,36,36
prefetch_layers,vacuum,ALL,layers_36,36,2,6.48,36,36
prefetch_layers,vacuum,ALL,layers_36,36,3,6.0,36,36
prefetch_layers,vacuum,ALL,layers_37,37,1,6.75,37,37
prefetch_layers,vacuum,ALL,layers_37,37,2,6.9,37,37
prefetch_layers,vacuum,ALL,layers_37,37,3,6.83,37,37
prefetch_layers,vacuum,ALL,layers_38,38,1,6.39,38,38
prefetch_layers,vacuum,ALL,layers_38,38,2,7.16,38,38
prefetch_layers,vacuum,ALL,layers_38,38,3,6.62,38,38
prefetch_layers,vacuum,ALL,layers_39,39,1,7.3,39,39
prefetch_layers,vacuum,ALL,layers_39,39,2,7.02,39,39
prefetch_layers,vacuum,ALL,layers_39,39,3,7.11,39,39
prefetch_layers,vacuum,ALL,layers_40,40,1,7.29,40,40
prefetch_layers,vacuum,ALL,layers_40,40,2,7.39,40,40
prefetch_layers,vacuum,ALL,layers_40,40,3,7.08,40,40
prefetch_layers,vacuum,ALL,layers_41,41,1,7.45,41,41
prefetch_layers,vacuum,ALL,layers_41,41,2,7.17,41,41
prefetch_layers,vacuum,ALL,layers_41,41,3,7.16,41,41
prefetch_layers,vacuum,ALL,layers_42,42,1,7.56,42,42
prefetch_layers,vacuum,ALL,layers_42,42,2,7.88,42,42
prefetch_layers,vacuum,ALL,layers_42,42,3,7.25,42,42
prefetch_layers,vacuum,ALL,layers_43,43,1,7.55,43,43
prefetch_layers,vacuum,ALL,layers_43,43,2,7.4,43,43
prefetch_layers,vacuum,ALL,layers_43,43,3,7.92,43,43
prefetch_layers,vacuum,ALL,layers_44,44,1,7.05,44,44
prefetch_layers,vacuum,ALL,layers_44,44,2,7.87,44,44
prefetch_layers,vacuum,ALL,layers_44,44,3,7.66,44,44
prefetch_layers,vacuum,ALL,layers_45,45,1,8.65,45,45
prefetch_layers,vacuum,ALL,layers_45,45,2,7.63,45,45
prefetch_layers,vacuum,ALL,layers_45,45,3,7.39,45,45
prefetch_layers,vacuum,ALL,layers_46,46,1,8.32,46,46
prefetch_layers,vacuum,ALL,layers_46,46,2,8.01,46,46
prefetch_layers,vacuum,ALL,layers_46,46,3,8.01,46,46
prefetch_layers,vacuum,ALL,layers_47,47,1,8.72,47,47
prefetch_layers,vacuum,ALL,layers_47,47,2,7.96,47,47
prefetch_layers,vacuum,ALL,layers_47,47,3,8.02,47,47
prefetch_layers,vacuum,ALL,layers_48,48,1,8.39,48,48
prefetch_layers,vacuum,ALL,layers_48,48,2,7.96,48,48
prefetch_layers,vacuum,ALL,layers_48,48,3,7.93,48,48
prefetch_layers,vacuum,ALL,layers_49,49,1,8.54,49,49
prefetch_layers,vacuum,ALL,layers_49,49,2,9.12,49,49
prefetch_layers,vacuum,ALL,layers_49,49,3,8.38,49,49
prefetch_layers,vacuum,ALL,layers_50,50,1,8.73,50,50
prefetch_layers,vacuum,ALL,layers_50,50,2,8.88,50,50
prefetch_layers,vacuum,ALL,layers_50,50,3,8.52,50,50
prefetch_layers,vacuum,ALL,layers_51,51,1,9.55,51,51
prefetch_layers,vacuum,ALL,layers_51,51,2,8.52,51,51
prefetch_layers,vacuum,ALL,layers_51,51,3,9.17,51,51
prefetch_layers,vacuum,ALL,layers_52,52,1,9.24,52,52
prefetch_layers,vacuum,ALL,layers_52,52,2,9.63,52,52
prefetch_layers,vacuum,ALL,layers_52,52,3,8.62,52,52
prefetch_layers,vacuum,ALL,layers_53,53,1,9.45,53,53
prefetch_layers,vacuum,ALL,layers_53,53,2,9.4,53,53
prefetch_layers,vacuum,ALL,layers_53,53,3,9.66,53,53
prefetch_layers,vacuum,ALL,layers_54,54,1,9.43,54,54
prefetch_layers,vacuum,ALL,layers_54,54,2,9.33,54,54
prefetch_layers,vacuum,ALL,layers_54,54,3,9.55,54,54
prefetch_layers,vacuum,ALL,layers_55,55,1,9.48,55,55
prefetch_layers,vacuum,ALL,layers_55,55,2,9.8,55,55
prefetch_layers,vacuum,ALL,layers_55,55,3,9.32,55,55
prefetch_layers,vacuum,ALL,layers_56,56,1,9.28,56,56
prefetch_layers,vacuum,ALL,layers_56,56,2,9.19,56,56
prefetch_layers,vacuum,ALL,layers_56,56,3,10.16,56,56
prefetch_layers,vacuum,ALL,layers_57,57,1,9.57,57,57
prefetch_layers,vacuum,ALL,layers_57,57,2,10.71,57,57
prefetch_layers,vacuum,ALL,layers_57,57,3,9.94,57,57
prefetch_layers,vacuum,ALL,layers_58,58,1,10.03,58,58
prefetch_layers,vacuum,ALL,layers_58,58,2,9.51,58,58
prefetch_layers,vacuum,ALL,layers_58,58,3,10.34,58,58
prefetch_layers,vacuum,ALL,layers_59,59,1,9.91,59,59
prefetch_layers,vacuum,ALL,layers_59,59,2,10.58,59,59
prefetch_layers,vacuum,ALL,layers_59,59,3,10.37,59,59
prefetch_layers,vacuum,ALL,layers_60,60,1,10.64,60,60
prefetch_layers,vacuum,ALL,layers_60,60,2,10.14,60,60
prefetch_layers,vacuum,ALL,layers_60,60,3,9.99,60,60
prefetch_layers,vacuum,ALL,layers_61,61,1,19.21,61,61
prefetch_layers,vacuum,ALL,layers_61,61,2,10.12,61,61
prefetch_layers,vacuum,ALL,layers_61,61,3,10.34,61,61
prefetch_layers,vacuum,ALL,layers_62,62,1,11.17,62,62
prefetch_layers,vacuum,ALL,layers_62,62,2,10.28,62,62
prefetch_layers,vacuum,ALL,layers_62,62,3,10.42,62,62
prefetch_layers,vacuum,ALL,layers_63,63,1,10.6,63,63
prefetch_layers,vacuum,ALL,layers_63,63,2,10.53,63,63
prefetch_layers,vacuum,ALL,layers_63,63,3,14.56,63,63
prefetch_layers,vacuum,ALL,layers_64,64,1,11.44,64,64
prefetch_layers,vacuum,ALL,layers_64,64,2,10.71,64,64
prefetch_layers,vacuum,ALL,layers_64,64,3,10.34,64,64
prefetch_layers,vacuum,ALL,layers_65,65,1,11.78,65,65
prefetch_layers,vacuum,ALL,layers_65,65,2,10.24,65,65
prefetch_layers,vacuum,ALL,layers_65,65,3,10.85,65,65
prefetch_layers,vacuum,ALL,layers_66,66,1,10.79,66,66
prefetch_layers,vacuum,ALL,layers_66,66,2,10.55,66,66
prefetch_layers,vacuum,ALL,layers_66,66,3,10.89,66,66
prefetch_layers,vacuum,ALL,layers_67,67,1,11.88,67,67
prefetch_layers,vacuum,ALL,layers_67,67,2,11.42,67,67
prefetch_layers,vacuum,ALL,layers_67,67,3,11.33,67,67
prefetch_layers,vacuum,ALL,layers_68,68,1,11.01,68,68
prefetch_layers,vacuum,ALL,layers_68,68,2,12.13,68,68
prefetch_layers,vacuum,ALL,layers_68,68,3,10.15,68,68
prefetch_layers,vacuum,ALL,layers_69,69,1,11.42,69,69
prefetch_layers,vacuum,ALL,layers_69,69,2,11.22,69,69
prefetch_layers,vacuum,ALL,layers_69,69,3,12.09,69,69
prefetch_layers,vacuum,ALL,layers_70,70,1,11.93,70,70
prefetch_layers,vacuum,ALL,layers_70,70,2,11.79,70,70
prefetch_layers,vacuum,ALL,layers_70,70,3,11.66,70,70
prefetch_layers,vacuum,ALL,layers_71,71,1,12.25,71,71
prefetch_layers,vacuum,ALL,layers_71,71,2,11.78,71,71
prefetch_layers,vacuum,ALL,layers_71,71,3,12.11,71,71
prefetch_layers,vacuum,ALL,layers_72,72,1,12.27,72,72
prefetch_layers,vacuum,ALL,layers_72,72,2,12.52,72,72
prefetch_layers,vacuum,ALL,layers_72,72,3,12.0,72,72
prefetch_layers,vacuum,ALL,layers_73,73,1,12.81,73,73
prefetch_layers,vacuum,ALL,layers_73,73,2,12.09,73,73
prefetch_layers,vacuum,ALL,layers_73,73,3,12.62,73,73
prefetch_layers,vacuum,ALL,layers_74,74,1,12.62,74,74
prefetch_layers,vacuum,ALL,layers_74,74,2,12.43,74,74
prefetch_layers,vacuum,ALL,layers_74,74,3,12.28,74,74
prefetch_layers,vacuum,ALL,layers_75,75,1,12.75,75,75
prefetch_layers,vacuum,ALL,layers_75,75,2,13.01,75,75
prefetch_layers,vacuum,ALL,layers_75,75,3,12.2,75,75
prefetch_layers,vacuum,ALL,layers_76,76,1,12.63,76,76
prefetch_layers,vacuum,ALL,layers_76,76,2,12.68,76,76
prefetch_layers,vacuum,ALL,layers_76,76,3,13.59,76,76
prefetch_layers,vacuum,ALL,layers_77,77,1,12.8,77,77
prefetch_layers,vacuum,ALL,layers_77,77,2,13.02,77,77
prefetch_layers,vacuum,ALL,layers_77,77,3,12.7,77,77
prefetch_layers,vacuum,ALL,layers_78,78,1,13.35,78,78
prefetch_layers,vacuum,ALL,layers_78,78,2,13.05,78,78
prefetch_layers,vacuum,ALL,layers_78,78,3,12.77,78,78
prefetch_layers,vacuum,ALL,layers_79,79,1,13.21,79,79
prefetch_layers,vacuum,ALL,layers_79,79,2,14.84,79,79
prefetch_layers,vacuum,ALL,layers_79,79,3,12.95,79,79
prefetch_layers,vacuum,ALL,layers_80,80,1,12.95,80,80
prefetch_layers,vacuum,ALL,layers_80,80,2,13.26,80,80
prefetch_layers,vacuum,ALL,layers_80,80,3,14.21,80,80
prefetch_layers,vacuum,ALL,layers_81,81,1,12.95,81,81
prefetch_layers,vacuum,ALL,layers_81,81,2,13.63,81,81
prefetch_layers,vacuum,ALL,layers_81,81,3,13.29,81,81
prefetch_layers,vacuum,ALL,layers_82,82,1,14.25,82,82
prefetch_layers,vacuum,ALL,layers_82,82,2,13.31,82,82
prefetch_layers,vacuum,ALL,layers_82,82,3,13.75,82,82
prefetch_layers,vacuum,ALL,layers_83,83,1,13.94,83,83
prefetch_layers,vacuum,ALL,layers_83,83,2,13.22,83,83
prefetch_layers,vacuum,ALL,layers_83,83,3,13.65,83,83
prefetch_layers,vacuum,ALL,layers_84,84,1,17.0,84,84
prefetch_layers,vacuum,ALL,layers_84,84,2,14.56,84,84
prefetch_layers,vacuum,ALL,layers_84,84,3,14.03,84,84
prefetch_layers,vacuum,ALL,layers_85,85,1,14.32,85,85
prefetch_layers,vacuum,ALL,layers_85,85,2,14.27,85,85
prefetch_layers,vacuum,ALL,layers_85,85,3,14.12,85,85
prefetch_layers,vacuum,ALL,layers_86,86,1,13.39,85,85
prefetch_layers,vacuum,ALL,layers_86,86,2,14.58,85,85
prefetch_layers,vacuum,ALL,layers_86,86,3,14.08,85,85
prefetch_layers,vacuum,ALL,layers_87,87,1,14.48,85,85
prefetch_layers,vacuum,ALL,layers_87,87,2,13.66,85,85
prefetch_layers,vacuum,ALL,layers_87,87,3,14.53,85,85
prefetch_layers,vacuum,ALL,layers_88,88,1,14.07,85,85
prefetch_layers,vacuum,ALL,layers_88,88,2,14.51,85,85
prefetch_layers,vacuum,ALL,layers_88,88,3,13.75,85,85
prefetch_layers,vacuum,ALL,layers_89,89,1,13.8,85,85
prefetch_layers,vacuum,ALL,layers_89,89,2,14.28,85,85
prefetch_layers,vacuum,ALL,layers_89,89,3,13.84,85,85
prefetch_layers,vacuum,ALL,layers_90,90,1,14.53,85,85
prefetch_layers,vacuum,ALL,layers_90,90,2,13.57,85,85
prefetch_layers,vacuum,ALL,layers_90,90,3,13.95,85,85
prefetch_layers,vacuum,ALL,layers_91,91,1,13.74,85,85
prefetch_layers,vacuum,ALL,layers_91,91,2,13.95,85,85
prefetch_layers,vacuum,ALL,layers_91,91,3,14.6,85,85
prefetch_layers,vacuum,ALL,layers_92,92,1,13.62,85,85
prefetch_layers,vacuum,ALL,layers_92,92,2,14.26,85,85
prefetch_layers,vacuum,ALL,layers_92,92,3,13.85,85,85
prefetch_layers,ta,ALL,layers_0,0,1,0.0,0,0
prefetch_layers,ta,ALL,layers_0,0,2,0.0,0,0
prefetch_layers,ta,ALL,layers_0,0,3,0.0,0,0
prefetch_layers,ta,ALL,layers_1,1,1,1.26,1,1
prefetch_layers,ta,ALL,layers_1,1,2,1.22,1,1
prefetch_layers,ta,ALL,layers_1,1,3,0.65,1,1
prefetch_layers,ta,ALL,layers_2,2,1,1.37,2,2
prefetch_layers,ta,ALL,layers_2,2,2,1.35,2,2
prefetch_layers,ta,ALL,layers_2,2,3,0.74,2,2
prefetch_layers,ta,ALL,layers_3,3,1,0.72,3,3
prefetch_layers,ta,ALL,layers_3,3,2,1.22,3,3
prefetch_layers,ta,ALL,layers_3,3,3,1.2,3,3
prefetch_layers,ta,ALL,layers_4,4,1,1.03,4,4
prefetch_layers,ta,ALL,layers_4,4,2,1.51,4,4
prefetch_layers,ta,ALL,layers_4,4,3,1.07,4,4
prefetch_layers,ta,ALL,layers_5,5,1,0.98,5,5
prefetch_layers,ta,ALL,layers_5,5,2,1.6,5,5
prefetch_layers,ta,ALL,layers_5,5,3,1.09,5,5
prefetch_layers,ta,ALL,layers_6,6,1,1.35,6,6
prefetch_layers,ta,ALL,layers_6,6,2,1.57,6,6
prefetch_layers,ta,ALL,layers_6,6,3,1.15,6,6
prefetch_layers,ta,ALL,layers_7,7,1,1.73,7,7
prefetch_layers,ta,ALL,layers_7,7,2,2.03,7,7
prefetch_layers,ta,ALL,layers_7,7,3,1.29,7,7
prefetch_layers,ta,ALL,layers_8,8,1,2.04,8,8
prefetch_layers,ta,ALL,layers_8,8,2,2.04,8,8
prefetch_layers,ta,ALL,layers_8,8,3,1.94,8,8
prefetch_layers,ta,ALL,layers_9,9,1,2.17,9,9
prefetch_layers,ta,ALL,layers_9,9,2,2.21,9,9
prefetch_layers,ta,ALL,layers_9,9,3,1.84,9,9
prefetch_layers,ta,ALL,layers_10,10,1,1.76,10,10
prefetch_layers,ta,ALL,layers_10,10,2,1.93,10,10
prefetch_layers,ta,ALL,layers_10,10,3,2.4,10,10
prefetch_layers,ta,ALL,layers_11,11,1,2.5,11,11
prefetch_layers,ta,ALL,layers_11,11,2,2.37,11,11
prefetch_layers,ta,ALL,layers_11,11,3,2.01,11,11
prefetch_layers,ta,ALL,layers_12,12,1,2.25,12,12
prefetch_layers,ta,ALL,layers_12,12,2,3.36,12,12
prefetch_layers,ta,ALL,layers_12,12,3,2.6,12,12
prefetch_layers,ta,ALL,layers_13,13,1,2.58,13,13
prefetch_layers,ta,ALL,layers_13,13,2,3.0,13,13
prefetch_layers,ta,ALL,layers_13,13,3,2.73,13,13
prefetch_layers,ta,ALL,layers_14,14,1,2.6,14,14
prefetch_layers,ta,ALL,layers_14,14,2,2.98,14,14
prefetch_layers,ta,ALL,layers_14,14,3,2.6,14,14
prefetch_layers,ta,ALL,layers_15,15,1,2.73,15,15
prefetch_layers,ta,ALL,layers_15,15,2,2.58,15,15
prefetch_layers,ta,ALL,layers_15,15,3,3.0,15,15
prefetch_layers,ta,ALL,layers_16,16,1,3.09,16,16
prefetch_layers,ta,ALL,layers_16,16,2,2.85,16,16
prefetch_layers,ta,ALL,layers_16,16,3,3.21,16,16
prefetch_layers,ta,ALL,layers_17,17,1,3.28,17,17
prefetch_layers,ta,ALL,layers_17,17,2,2.83,17,17
prefetch_layers,ta,ALL,layers_17,17,3,2.94,17,17
prefetch_layers,ta,ALL,layers_18,18,1,2.75,18,18
prefetch_layers,ta,ALL,layers_18,18,2,3.23,18,18
prefetch_layers,ta,ALL,layers_18,18,3,3.6,18,18
prefetch_layers,ta,ALL,layers_19,19,1,3.58,19,19
prefetch_layers,ta,ALL,layers_19,19,2,3.32,19,19
prefetch_layers,ta,ALL,layers_19,19,3,3.04,19,19
prefetch_layers,ta,ALL,layers_20,20,1,3.17,20,20
prefetch_layers,ta,ALL,layers_20,20,2,3.24,20,20
prefetch_layers,ta,ALL,layers_20,20,3,3.18,20,20
prefetch_layers,ta,ALL,layers_21,21,1,3.15,21,21
prefetch_layers,ta,ALL,layers_21,21,2,3.31,21,21
prefetch_layers,ta,ALL,layers_21,21,3,3.45,21,21
prefetch_layers,ta,ALL,layers_22,22,1,3.53,22,22
prefetch_layers,ta,ALL,layers_22,22,2,3.61,22,22
prefetch_layers,ta,ALL,layers_22,22,3,3.42,22,22
prefetch_layers,ta,ALL,layers_23,23,1,3.45,23,23
prefetch_layers,ta,ALL,layers_23,23,2,4.44,23,23
prefetch_layers,ta,ALL,layers_23,23,3,4.13,23,23
prefetch_layers,ta,ALL,layers_24,24,1,3.76,24,24
prefetch_layers,ta,ALL,layers_24,24,2,4.24,24,24
prefetch_layers,ta,ALL,layers_24,24,3,3.93,24,24
prefetch_layers,ta,ALL,layers_25,25,1,4.43,25,25
prefetch_layers,ta,ALL,layers_25,25,2,4.11,25,25
prefetch_layers,ta,ALL,layers_25,25,3,4.38,25,25
prefetch_layers,ta,ALL,layers_26,26,1,4.41,26,26
prefetch_layers,ta,ALL,layers_26,26,2,4.11,26,26
prefetch_layers,ta,ALL,layers_26,26,3,4.71,26,26
prefetch_layers,ta,ALL,layers_27,27,1,4.75,27,27
prefetch_layers,ta,ALL,layers_27,27,2,4.77,27,27
prefetch_layers,ta,ALL,layers_27,27,3,4.61,27,27
prefetch_layers,ta,ALL,layers_28,28,1,8.77,28,28
prefetch_layers,ta,ALL,layers_28,28,2,4.74,28,28
prefetch_layers,ta,ALL,layers_28,28,3,5.77,28,28
prefetch_layers,ta,ALL,layers_29,29,1,4.76,29,29
prefetch_layers,ta,ALL,layers_29,29,2,4.67,29,29
prefetch_layers,ta,ALL,layers_29,29,3,4.52,29,29
prefetch_layers,ta,ALL,layers_30,30,1,4.76,30,30
prefetch_layers,ta,ALL,layers_30,30,2,5.33,30,30
prefetch_layers,ta,ALL,layers_30,30,3,5.08,30,30
prefetch_layers,ta,ALL,layers_31,31,1,4.93,31,31
prefetch_layers,ta,ALL,layers_31,31,2,4.59,31,31
prefetch_layers,ta,ALL,layers_31,31,3,4.78,31,31
prefetch_layers,ta,ALL,layers_32,32,1,4.92,32,32
prefetch_layers,ta,ALL,layers_32,32,2,5.09,32,32
prefetch_layers,ta,ALL,layers_32,32,3,4.69,32,32
prefetch_layers,ta,ALL,layers_33,33,1,5.2,33,33
prefetch_layers,ta,ALL,layers_33,33,2,5.49,33,33
prefetch_layers,ta,ALL,layers_33,33,3,5.81,33,33
prefetch_layers,ta,ALL,layers_34,34,1,5.2,34,34
prefetch_layers,ta,ALL,layers_34,34,2,5.35,34,34
prefetch_layers,ta,ALL,layers_34,34,3,4.96,34,34
prefetch_layers,ta,ALL,layers_35,35,1,5.83,35,35
prefetch_layers,ta,ALL,layers_35,35,2,5.68,35,35
prefetch_layers,ta,ALL,layers_35,35,3,5.82,35,35
prefetch_layers,ta,ALL,layers_36,36,1,5.79,36,36
prefetch_layers,ta,ALL,layers_36,36,2,5.67,36,36
prefetch_layers,ta,ALL,layers_36,36,3,5.12,36,36
prefetch_layers,ta,ALL,layers_37,37,1,5.84,37,37
prefetch_layers,ta,ALL,layers_37,37,2,5.9,37,37
prefetch_layers,ta,ALL,layers_37,37,3,6.21,37,37
prefetch_layers,ta,ALL,layers_38,38,1,5.77,38,38
prefetch_layers,ta,ALL,layers_38,38,2,6.35,38,38
prefetch_layers,ta,ALL,layers_38,38,3,6.05,38,38
prefetch_layers,ta,ALL,layers_39,39,1,6.09,39,39
prefetch_layers,ta,ALL,layers_39,39,2,5.69,39,39
prefetch_layers,ta,ALL,layers_39,39,3,5.95,39,39
prefetch_layers,ta,ALL,layers_40,40,1,6.46,40,40
prefetch_layers,ta,ALL,layers_40,40,2,6.12,40,40
prefetch_layers,ta,ALL,layers_40,40,3,6.23,40,40
prefetch_layers,ta,ALL,layers_41,41,1,6.51,41,41
prefetch_layers,ta,ALL,layers_41,41,2,6.78,41,41
prefetch_layers,ta,ALL,layers_41,41,3,6.02,41,41
prefetch_layers,ta,ALL,layers_42,42,1,7.36,42,42
prefetch_layers,ta,ALL,layers_42,42,2,6.79,42,42
prefetch_layers,ta,ALL,layers_42,42,3,6.52,42,42
